tick,agent_id,action,x,y,other_agent_id,culture
0,0,build,0,0,,0
0,1,move,1,0,,0
0,2,build,0,0,,0
0,3,move,1,-1,,0
0,4,move,-1,1,,0
0,5,move,6,5,,1
0,6,move,6,5,,1
0,7,move,6,5,,1
0,8,move,5,6,,1
0,9,move,6,5,,1
1,0,build,0,0,,0
1,1,build,1,0,,0
1,2,move,1,0,,0
1,3,move,2,-1,,0
1,4,move,-2,2,,0
1,5,move,7,5,,1
1,6,move,7,5,,1
1,7,move,6,6,,1
1,8,move,4,7,,1
1,9,move,5,6,,1
2,0,build,0,0,,0
2,1,move,1,0,,0
2,2,move,2,0,,0
2,3,move,3,0,,0
2,4,move,-1,2,,0
2,5,move,7,6,,1
2,6,move,7,4,,1
2,7,move,6,7,,1
2,8,move,5,7,,1
2,9,move,6,5,,1
3,0,build,0,0,,0
3,1,move,2,0,,0
3,2,move,3,0,,0
3,3,move,2,0,,0
3,4,move,0,2,,0
3,5,move,6,7,,1
3,6,move,8,4,,1
3,7,move,7,7,,1
3,8,move,4,7,,1
3,9,move,6,6,,1
4,0,build,0,0,,0
4,1,move,2,0,,0
4,2,move,2,0,,0
4,3,move,1,1,,0
4,4,move,0,1,,0
4,5,move,6,6,,1
4,6,move,9,4,,1
4,7,move,6,7,,1
4,8,move,3,6,,1
4,9,move,7,6,,1
5,0,build,0,0,,0
5,1,build,2,0,,0
5,2,communicate,2,0,0,0
5,3,move,1,0,,0
5,4,move,0,0,,0
5,5,move,5,5,,1
5,6,move,8,5,,1
5,7,move,5,6,,1
5,8,move,2,7,,1
5,9,move,6,6,,1
6,0,build,0,0,,0
6,1,build,2,0,,0
6,2,build,2,0,,0
6,3,move,1,-1,,0
6,4,move,0,-1,,0
6,5,move,5,4,,1
6,6,move,9,4,,1
6,7,move,6,7,,1
6,8,move,2,8,,1
6,9,move,7,5,,1
7,0,build,0,0,,0
7,1,build,2,0,,0
7,2,communicate,2,0,3,0
7,3,move,1,-2,,0
7,4,move,1,0,,0
7,5,move,6,4,,1
7,6,move,9,3,,1
7,7,move,5,8,,1
7,8,move,3,7,,1
7,9,move,7,4,,1
8,0,build,0,0,,0
